================ Training Loss (Fri Oct 15 15:01:40 2021) ================
(epoch: 1, iters: 400, time: 0.106, data: 0.471) G_GAN: 0.309 D_real: 0.193 D_fake: 0.310 G: 5.405 NCE: 5.071 NCE_Y: 5.122 
(epoch: 1, iters: 800, time: 0.109, data: 0.015) G_GAN: 0.351 D_real: 0.158 D_fake: 0.225 G: 4.988 NCE: 4.580 NCE_Y: 4.693 
(epoch: 1, iters: 1200, time: 0.111, data: 0.014) G_GAN: 0.426 D_real: 0.187 D_fake: 0.233 G: 5.105 NCE: 4.629 NCE_Y: 4.728 
(epoch: 1, iters: 1600, time: 0.114, data: 0.015) G_GAN: 0.349 D_real: 0.206 D_fake: 0.213 G: 4.721 NCE: 4.292 NCE_Y: 4.450 
(epoch: 1, iters: 2000, time: 0.116, data: 0.007) G_GAN: 0.327 D_real: 0.249 D_fake: 0.240 G: 4.179 NCE: 3.784 NCE_Y: 3.920 
(epoch: 1, iters: 2400, time: 0.118, data: 0.009) G_GAN: 0.425 D_real: 0.191 D_fake: 0.165 G: 4.487 NCE: 4.018 NCE_Y: 4.107 
(epoch: 1, iters: 2800, time: 0.119, data: 0.014) G_GAN: 0.470 D_real: 0.172 D_fake: 0.238 G: 3.585 NCE: 3.072 NCE_Y: 3.158 
(epoch: 1, iters: 3200, time: 0.121, data: 0.014) G_GAN: 0.611 D_real: 0.091 D_fake: 0.183 G: 3.590 NCE: 2.908 NCE_Y: 3.051 
(epoch: 1, iters: 3600, time: 0.122, data: 0.015) G_GAN: 0.272 D_real: 0.227 D_fake: 0.253 G: 2.892 NCE: 2.591 NCE_Y: 2.649 
(epoch: 1, iters: 4000, time: 0.123, data: 0.014) G_GAN: 0.331 D_real: 0.188 D_fake: 0.244 G: 3.268 NCE: 2.893 NCE_Y: 2.982 
(epoch: 1, iters: 4400, time: 0.124, data: 0.014) G_GAN: 0.252 D_real: 0.231 D_fake: 0.216 G: 2.494 NCE: 2.155 NCE_Y: 2.328 
(epoch: 1, iters: 4800, time: 0.125, data: 0.015) G_GAN: 0.357 D_real: 0.175 D_fake: 0.140 G: 2.414 NCE: 1.992 NCE_Y: 2.122 
(epoch: 1, iters: 5200, time: 0.126, data: 0.015) G_GAN: 0.262 D_real: 0.277 D_fake: 0.172 G: 2.168 NCE: 1.844 NCE_Y: 1.968 
(epoch: 1, iters: 5600, time: 0.126, data: 0.015) G_GAN: 0.441 D_real: 0.215 D_fake: 0.169 G: 2.246 NCE: 1.709 NCE_Y: 1.899 
(epoch: 1, iters: 6000, time: 0.127, data: 0.015) G_GAN: 0.233 D_real: 0.315 D_fake: 0.206 G: 1.989 NCE: 1.673 NCE_Y: 1.838 
(epoch: 1, iters: 6400, time: 0.127, data: 0.007) G_GAN: 0.276 D_real: 0.258 D_fake: 0.206 G: 1.875 NCE: 1.544 NCE_Y: 1.653 
(epoch: 1, iters: 6800, time: 0.128, data: 0.014) G_GAN: 0.469 D_real: 0.159 D_fake: 0.239 G: 2.317 NCE: 1.777 NCE_Y: 1.919 
(epoch: 1, iters: 7200, time: 0.128, data: 0.014) G_GAN: 0.256 D_real: 0.328 D_fake: 0.118 G: 1.770 NCE: 1.466 NCE_Y: 1.562 
(epoch: 1, iters: 7600, time: 0.128, data: 0.015) G_GAN: 0.234 D_real: 0.454 D_fake: 0.105 G: 1.664 NCE: 1.333 NCE_Y: 1.527 
(epoch: 1, iters: 8000, time: 0.129, data: 0.015) G_GAN: 0.251 D_real: 0.526 D_fake: 0.064 G: 1.716 NCE: 1.427 NCE_Y: 1.504 
(epoch: 1, iters: 8400, time: 0.129, data: 0.005) G_GAN: 0.374 D_real: 0.211 D_fake: 0.386 G: 1.745 NCE: 1.311 NCE_Y: 1.432 
